label,websocket,wasm,hash_function,webworkers,messageloop_load,postmessage_load,parallel_functions
1,1,1,0,7,3072919,22917455,1
1,1,1,0,7,4738474,1983741,1
1,1,0,0,7,3474778,48432381,1
1,1,0,0,7,4737369,74954994,1
1,1,0,1,7,6469130,26795803,1
1,1,0,0,7,5648784,12770309,0
1,1,1,1,7,9265466,44772711,0
1,1,0,0,7,6583684,458659,1
1,1,1,0,7,9922933,49800438,1
1,1,0,0,7,3223110,36368769,1
1,1,0,0,7,4012287,9370555,1
1,1,0,0,7,6798987,15004228,1
1,1,0,0,7,12018142,75050887,1
1,1,0,1,7,5676847,48477524,1
1,1,0,0,7,2702827,20231334,1
1,1,1,0,7,6674687,17932170,1
1,1,0,1,7,7160335,10246459,1
1,1,0,1,7,5925726,49418975,1
1,1,0,1,7,6746388,45447499,1
1,1,0,1,7,5648748,32389323,1
1,1,0,0,7,4152222,22018377,1
1,1,1,0,5,6546767,62779648,1
1,1,0,1,5,10267539,29461113,1
1,1,0,0,5,4933587,57944372,1
1,1,0,0,5,4938948,20251800,1
1,1,0,1,5,8284573,48703401,1
1,1,1,0,5,26195376,5130046,1
1,1,0,0,5,3474688,55851429,0
1,1,0,1,5,3746977,50853159,1
1,1,0,0,5,4837847,13743210,1
1,1,0,1,5,19595530,50196470,1
1,1,1,0,5,6746837,27277449,0
1,1,0,0,5,6548378,28118208,0
1,1,1,0,5,5821585,34024962,1
1,1,0,1,5,8147279,51340901,1
1,1,1,0,7,7779849,25349467,1
1,1,1,0,7,7065595,75320547,1
1,1,1,0,7,9380095,14983989,1
1,1,1,0,7,13385859,75224154,1
1,1,1,0,7,8989487,54627009,1
1,1,1,0,7,12051032,78989130,0
1,1,1,1,7,8746764,28801826,0
1,1,1,1,7,3026853,78272899,1
1,1,1,1,7,3674697,76664058,1
1,1,0,0,7,7847794,4676318,1
1,1,1,0,7,6846847,4896681,1
1,1,1,0,7,3507566,66252419,1
1,1,1,1,7,6769766,38593113,1
1,1,1,1,7,4821674,43635585,1
1,1,0,0,7,5484984,69806604,1
1,1,1,1,7,8894849,11692245,1
1,1,0,0,7,7910532,11841567,1
1,1,0,1,7,5493894,70329794,1
1,1,1,0,7,5493830,32949186,1
1,1,0,0,7,5238507,42986912,1
1,1,0,1,7,4394894,51577630,1
1,1,0,0,7,1640173,71477206,1
1,1,1,1,7,2394894,59445717,0
1,1,0,0,7,4374749,40485037,1
1,1,0,1,7,5638478,22079414,1
1,1,1,0,7,6120022,47312992,1
1,1,0,0,7,3080721,78461444,1
1,1,0,1,7,4560242,44305144,1
1,1,1,0,7,3674874,20626553,1
1,1,0,1,7,3768497,11599003,1
1,1,0,0,7,4378737,43936406,1
1,1,1,1,7,5327837,6976380,1
1,1,0,0,7,3408461,15428848,1
1,1,0,1,7,4365266,58753887,1
1,1,1,0,7,1263169,15163710,1
1,1,1,0,7,2374847,37996307,0
1,1,1,0,7,6266364,2631004,1
1,1,1,0,7,6749788,60499401,0
1,1,1,1,7,4374847,62513787,1
1,1,1,1,7,3648474,26339,1
1,1,1,1,7,2748479,35266324,1
1,1,1,1,7,5858070,78526849,1
1,1,1,1,7,10084157,35204239,1
1,1,0,0,7,4738478,35308223,1
1,1,0,1,7,3472847,74175560,1
1,1,1,0,7,10085647,41380075,1
1,1,1,0,7,5427891,11175370,1
1,1,1,0,7,6468094,60082100,1
1,1,1,0,7,4563874,40759702,1
1,1,1,0,7,24282818,61228284,1
1,1,0,0,7,6736837,28551255,1
1,1,0,1,7,2969937,47318257,1
1,1,1,0,7,3452836,74797575,1
1,1,0,0,7,5637642,13163179,1
1,1,1,0,7,2383684,64345476,1
1,1,1,0,7,5648368,41440575,0
1,1,1,0,7,3175929,57130377,1
1,1,1,0,7,3452650,11900557,1
1,1,0,1,7,4207693,29209162,1
1,1,0,1,7,3602773,19519962,1
1,1,1,1,7,2607396,21696199,1
1,1,1,0,7,3207396,53496446,1
1,1,1,1,7,2318360,60516961,1
1,1,1,1,7,1615189,57750783,1
1,1,1,0,7,1745462,45587577,1
1,1,0,0,7,2907873,47002196,1
1,1,0,1,7,2638876,24443891,1
1,1,1,0,7,3268659,60792256,1
1,1,0,1,7,4958547,36404726,1
1,1,1,0,7,3648575,36281773,1
1,1,1,0,7,1274684,33202679,0
1,1,1,0,7,3627368,39160284,0
1,1,1,0,7,19889152,61285951,1
1,1,1,0,7,21483248,38697463,1
1,1,1,0,7,2374764,79887337,1
1,1,1,0,7,2377584,24492938,1
1,1,1,0,7,4372674,2214976,1
1,1,1,0,7,3245837,4537801,1
1,1,0,0,6,2938474,13604104,1
1,1,1,0,6,1525625,65584979,1
1,1,1,0,6,14814011,9232648,0
1,1,0,0,6,2741380,52513331,0
1,1,0,0,6,5911482,75465765,1
1,1,1,0,6,2837487,76193355,1
1,1,0,1,6,2566310,70017358,1
1,1,1,0,6,3737317,1582034,1
1,1,1,0,6,22230215,47879519,1
1,1,1,0,6,4242133,44456557,1
1,1,0,0,6,2337493,5945044,1
1,1,1,0,6,3746837,11886900,1
1,1,1,0,6,9644442,44972152,1
1,1,1,0,6,1111543,67345952,1
1,1,1,0,6,11282664,34095302,1
1,1,1,0,6,2736483,1293062,1
1,1,1,0,6,2241712,33569229,1
1,1,1,0,6,2726584,37876908,1
1,1,1,0,6,3338748,57535299,1
1,1,1,0,6,1701912,79301306,1
1,1,0,0,6,11868623,54677350,1
1,1,1,0,6,3223847,28551600,1
1,1,0,0,6,2237463,13887735,1
1,1,1,0,6,2274847,38888440,1
1,1,1,0,6,4473874,38410169,1
1,1,1,0,6,4874847,7283757,1
1,1,1,0,6,4483749,22072903,1
1,1,1,0,6,2736644,67683191,1
1,1,1,0,6,3346473,14550018,1
1,1,1,0,6,3374797,41168405,1
1,1,1,0,6,3445435,23808248,1
1,1,1,0,6,10967842,24428727,1
1,1,1,0,6,5828492,26947373,0
1,1,1,0,6,2537367,906880,0
1,1,0,0,6,4344333,45051397,0
1,1,0,0,6,2343555,50909733,1
1,1,1,0,6,2052959,75330235,1
1,1,1,0,6,4463933,3178860,1
1,1,1,0,6,21388326,28184660,1
1,1,1,0,6,4323332,19633293,1
1,1,0,0,6,2343444,17724717,1
1,1,1,0,6,4208015,3577929,1
1,1,1,0,6,3422343,3942950,1
1,1,1,0,6,13256370,2385398,1
1,1,0,0,6,4619706,2376805,1
1,1,1,0,6,4838791,3249416,0
1,1,1,0,6,3233254,1049192,0
1,1,1,0,6,5167256,1039719,1
1,1,0,0,6,8950828,1797863,1
1,1,0,0,6,3253245,1529994,1
1,1,1,0,6,5432745,3636513,1
1,1,1,0,6,15847122,1428133,1
1,1,0,0,6,5016114,2667457,1
1,1,0,0,6,5206749,2665987,1
1,1,0,0,6,4367999,468181,1
1,1,1,0,6,8428621,3411418,1
1,1,1,0,6,6179671,2262983,1
1,1,0,0,6,3674847,2252686,1
1,1,1,0,6,1953740,2235966,1
1,1,1,0,6,8208854,3925321,1
1,1,1,0,6,6819605,462035,1
1,1,0,1,6,3767898,2917921,1
1,1,1,0,6,2201146,2022992,1
1,1,1,0,6,2349484,231463,1
1,1,0,0,6,967368,3143218,1
1,1,0,1,6,7686996,3215151,1
1,1,0,1,6,3423344,3143379,1
1,1,1,0,6,4345444,311166,1
1,1,1,0,6,3044444,1503101,1
1,1,1,0,6,2345444,3074344,1
1,1,1,0,6,2034554,1489164,1
1,1,1,0,6,3043244,3166508,1
1,1,0,0,6,4723039,2101477,1
1,1,0,0,6,5818674,147194,1
1,1,0,0,6,6057767,1284534,1
1,1,1,0,6,12384874,1593648,1
1,1,1,0,6,6736787,1529061,1
1,1,1,0,6,2043444,996508,1
1,1,1,0,6,2384894,2541919,1
1,1,1,0,6,16780027,2419277,1
1,1,0,0,6,2893899,298855,1
1,1,1,0,6,2344344,3317859,1
1,1,1,0,6,2737837,1534029,0
1,1,1,0,6,2093887,2241816,1
1,1,1,0,6,6245725,894387,1
1,1,1,0,6,2839389,244919,1
1,1,1,0,6,3469526,240469,1
1,1,1,0,6,2838494,394778,1
1,1,1,1,6,3289389,2865081,1
1,1,1,0,6,3752395,3278123,0
1,1,1,0,6,2834009,2997060,1
1,1,0,0,6,1298944,3150464,1
1,1,0,0,6,4211524,1441070,1
1,1,0,0,6,2391049,489634,1
1,1,0,1,6,3231247,470567,1
1,1,0,1,6,2340394,2107981,1
1,1,0,1,6,7739339,8285,1
1,1,0,0,6,1935798,1395832,1
1,1,0,0,6,2938498,2601027,1
1,1,0,0,6,3531887,3260327,1
1,1,0,1,6,3571331,2324414,1
1,1,0,1,6,17313979,1251856,1
1,1,0,1,6,2039499,3298440,1
1,1,0,0,6,3297648,1411067,1
1,1,0,1,6,3486067,8259,1
1,1,0,0,6,6300881,1510987,1
1,1,0,0,6,2134434,450075,1
1,1,0,0,6,3424322,1411927,1
1,1,0,0,6,2983398,496299,1
1,1,0,1,6,1889283,1804954,1
1,1,0,1,6,1613793,3189222,1
1,1,0,1,6,11274571,3118389,1
1,1,1,1,6,4537591,3485942,1
1,1,1,1,6,578937,39527,1
1,1,1,1,6,3324332,2395700,1
1,1,1,1,6,5929456,3011173,1
1,1,1,1,6,1233443,2549041,1
1,1,1,0,6,4322321,1063032,1
1,1,1,0,6,21430514,43014,1
1,1,1,0,6,1234434,5217,1
1,1,1,0,6,3244211,3106519,1
1,1,1,1,6,2132444,853719,1
1,1,1,1,6,457951,276543,1
1,1,0,1,6,313017,3084865,1
1,1,0,1,6,1265690,3622977,1
1,1,0,1,6,124433,2285175,1
1,1,1,1,6,1627167,1697,1
1,1,1,1,6,7150,1472679,1
1,1,1,1,6,6180378,2559564,1
1,1,1,0,6,1779369,2267284,1
1,1,1,0,6,324443,3280504,1
1,1,1,0,6,573684,2304213,1
1,1,0,0,6,248206,2080889,1
1,1,0,0,6,210998,423485,1
1,1,0,1,6,329003,1979621,1
1,1,1,1,6,908101,814197,1
1,1,1,1,6,31859,9012,0
1,1,1,0,6,3934386,453384,1
1,1,1,1,6,3529168,2882289,1
1,1,1,0,6,344423,1554492,1
1,1,1,0,6,329009,3652401,1
1,1,1,0,6,17930326,2943049,1
1,1,1,0,6,2261988,2871296,1
1,1,1,0,6,192883,2732899,1
1,1,1,0,6,5318723,397,1
1,1,1,0,6,388492,2623596,1
1,1,0,1,6,340092,2809524,1
1,1,0,1,6,80024,1628977,1
1,1,0,0,6,329903,1751476,1
1,1,0,1,6,373351,3941955,1
1,1,1,1,6,948365,3389210,1
1,1,1,0,6,1050713,2616789,1
1,1,1,0,6,7128062,3922546,1
1,1,1,0,6,329489,295999,1
1,1,0,1,6,73337,2490558,1
1,1,1,0,6,334909,3625256,1
1,1,1,0,6,449394,1670128,1
1,1,1,0,6,15247734,399477,1
1,1,1,0,6,3329004,1484898,1
1,1,1,0,6,5219544,3792593,1
1,1,1,0,6,2343345,311610,1
1,1,1,0,6,1244435,1980495,1
1,1,1,0,6,2332445,3437084,1
1,1,1,0,6,3223444,2622073,1
1,1,1,0,6,4856122,1351480,1
1,1,1,0,6,2932323,943,1
1,1,1,0,6,4140475,1306393,1
1,1,1,0,6,1994391,1122158,1
1,1,1,0,6,1551059,676938,1
1,1,1,0,6,1666748,1609492,1
1,1,1,0,6,4739389,1014692,1
1,1,1,0,6,2234493,214806,1
1,1,1,0,6,1443332,2445299,1
1,1,1,0,6,2098938,2024746,1
1,1,1,0,6,586303,2645171,1
1,1,1,0,6,893833,1121547,1
1,1,0,0,6,3839934,3733131,1
1,1,0,1,6,15665691,42075,1
1,1,0,1,6,2168035,2611,1
1,1,0,1,6,3223903,2487715,1
1,1,0,0,6,3329403,2349118,1
1,1,1,0,6,4396956,3147604,1
1,1,1,0,6,2199039,825728,1
1,1,0,0,6,5249009,3680972,1
1,1,1,0,6,2339893,3169632,1
1,1,0,0,6,2009839,1969782,0
1,1,1,0,6,22835221,1758938,1
1,1,0,0,6,233758,3001086,0
1,1,1,0,6,565503,2938085,1
1,1,1,0,6,965216,2282893,0
1,1,1,0,6,3437088,3990909,1
1,1,1,0,6,2093399,3463671,1
1,1,1,0,6,3486509,3676105,1
1,1,0,0,6,3009894,3552128,1
1,1,0,1,6,3898494,2354924,0
1,1,1,1,6,3009839,3371385,1
1,1,0,1,6,8952492,686656,1
1,1,0,1,6,4009839,993476,1
1,1,1,1,6,5904944,3736111,1
1,1,1,0,6,261182,5105,1
1,1,1,0,6,3396621,586226,0
1,1,1,0,6,5009409,3109978,1
1,1,1,0,6,9225833,947379,1
1,1,1,0,6,1570667,1022561,1
1,1,1,0,6,2393304,3885257,1
1,1,1,0,6,2900949,2279185,1
1,1,1,0,6,2950095,45493,1
1,1,0,0,5,3094330,2987996,1
1,1,1,0,5,1069397,3343001,1
1,1,1,0,5,930399,204915,1
1,1,0,0,5,2474375,1026383,0
1,1,1,0,5,3394905,2686613,1
1,1,1,0,5,1994894,3655044,1
1,1,1,0,5,1009489,909720,1
1,1,1,0,5,3994023,2483304,1
1,1,1,0,5,3820490,2579077,1
1,1,1,0,5,4339033,3988745,1
1,1,1,0,5,5045930,1432714,1
1,1,1,0,5,2039495,7627,1
1,1,1,0,5,327256,3231553,1
1,1,0,1,5,5193475,2463884,1
1,1,0,1,5,304534,2510733,1
1,1,0,1,5,3533882,2593476,1
1,1,0,1,5,1229404,2892801,1
1,1,0,1,5,1290099,882844,1
1,1,1,0,5,1388849,259055,1
1,1,1,0,5,559314,2772850,1
1,1,1,0,5,884434,2394883,1
1,1,1,0,5,980993,846676,0
1,1,0,0,5,2741402,1231200,1
1,1,0,0,5,332512,1460582,0
1,1,1,0,5,949004,1672991,1
1,1,1,0,5,4361980,850427,0
1,1,1,0,5,3748412,3225599,1
1,1,1,0,5,948884,2122807,1
1,1,1,0,5,4495804,1000717,1
1,1,1,0,5,989488,84,1
1,1,1,0,5,948594,2820226,1
1,1,1,0,5,998498,1385301,1
1,1,0,0,5,308232,3462864,1
1,1,0,0,5,449499,3965064,1
1,1,0,0,5,26938,3854543,1
1,1,1,0,5,215815,1163512,1
1,1,1,0,5,889494,3238669,0
1,1,1,0,5,1314877,3186269,1
1,1,1,0,5,4495049,941395,1
1,1,1,1,5,950404,3627511,1
1,1,1,1,5,959084,944094,1
1,1,0,1,5,3093944,168637,1
1,1,0,1,5,747478,2579797,1
1,1,0,1,5,293028,2511261,1
1,1,1,1,5,349984,1444,1
1,1,1,1,5,1039489,2954315,1
1,1,1,0,5,884944,3552792,0
1,1,1,0,5,874776,3170132,1
1,1,1,0,5,319295,579840,1
1,1,1,0,5,316215,3931474,1
1,1,1,0,5,773873,32888,1
1,1,1,1,5,339489,2310133,1
1,1,1,0,5,1717722,1927588,1
1,1,1,1,5,283984,39876,1
1,1,0,1,5,499909,3180827,1
1,1,0,1,5,1454832,456845,1
1,1,0,1,5,998349,3639847,1
1,1,1,1,5,476873,2155911,1
1,1,1,0,5,2103491,11732,1
1,1,1,0,5,889389,2001576,1
1,1,1,0,5,770362,3522529,0
1,1,1,0,5,349984,2488759,1
1,1,1,0,5,488738,1915981,1
1,1,1,0,5,1039978,3056817,1
1,1,1,1,5,889483,2685759,1
1,1,0,1,5,1535197,3526373,1
1,1,0,0,5,884985,3460387,1
1,1,1,0,5,512516,372547,1
1,1,1,0,5,885984,1277686,1
1,1,1,0,5,849529,402019,1
1,1,1,0,5,876381,2958604,1
1,1,1,0,5,1094888,3209549,1
1,1,1,0,5,552076,2594756,0
1,1,0,0,5,847947,2509119,1
1,1,0,0,5,884989,3787919,0
1,1,1,0,5,1083200,2335347,0
1,1,1,0,5,849898,1024119,1
1,1,1,0,5,758748,3774204,1
1,1,1,0,5,1952902,1542880,1
1,1,1,0,5,64452,2202977,1
1,1,1,0,5,1066697,199652,0
1,1,1,0,5,1087728,204773,1
1,1,1,0,5,783799,2854509,1
1,1,1,0,5,443094,1892275,1
1,1,1,1,5,767574,3303842,0
1,1,1,1,5,584983,160946,1
1,1,1,1,5,853407,1067099,1
1,1,1,1,5,607418,1537952,1
1,1,1,1,5,787837,1623566,1
1,1,1,1,5,777878,3112,1
1,1,1,0,5,777390,3952912,1
1,1,1,0,5,658479,1738210,1
1,1,1,0,5,804877,268580,1
1,1,1,0,5,1935861,1879023,0
1,1,1,0,5,994839,1258344,1
1,1,0,1,5,999754,1832217,1
1,1,0,1,5,1159235,1387305,0
1,1,1,0,5,2120217,3018753,1
1,1,1,0,5,1219853,3113415,1
1,1,1,1,5,438989,954270,1
1,1,1,1,5,927706,3265302,1
1,1,1,1,5,334940,1442017,1
1,1,1,1,5,409030,2199740,1
1,1,1,0,5,509894,3417019,0
1,1,1,0,5,787947,367572,1
1,1,1,0,5,998948,2184351,1
1,1,0,1,5,211468,1060390,1
1,1,1,0,5,994893,3245651,0
1,1,1,0,5,452725,686641,0
1,1,1,0,5,655989,2934691,0
1,1,1,0,5,447897,1048358,0
1,1,1,0,5,677794,8859172,1
1,1,1,0,5,877749,1693231,0
1,1,1,0,5,987774,2677791,1
1,1,1,0,5,455598,7792789,1
1,1,1,0,5,2699631,7862546,1
1,1,1,0,5,1887254,6594234,1
1,1,1,0,5,477588,5022304,1
1,1,1,0,5,380983,8098052,1
1,1,1,0,5,557847,5949288,1
1,1,0,0,5,200909,1470297,1
1,1,1,0,5,2004229,2074096,0
1,1,1,0,5,773874,8928209,0
1,1,1,0,5,774803,2120922,1
1,1,1,0,5,962062,5404931,1
1,1,1,0,5,788298,857222,1
1,1,0,0,5,993898,8000496,1
1,1,0,0,5,489839,5356947,1
1,1,1,0,5,1071159,3641170,1
1,1,1,0,5,4915385,3989915,0
1,1,1,0,5,9308755,8466138,0
1,1,0,0,5,4448813,1310182,1
1,1,1,0,5,6668765,7915104,1
1,1,1,0,5,8889389,2140297,0
1,1,1,0,5,5912344,4814220,1
1,1,1,0,5,3884989,5506162,0
1,1,1,0,5,8883988,9773433,1
1,1,0,0,5,1962157,7687629,1
1,1,1,0,5,9543076,424388,1
1,1,1,0,5,8898998,3755002,1
1,1,1,0,5,8893997,8213804,1
1,1,1,0,5,3884989,201755,1
1,1,1,0,5,7798938,7028170,1
1,1,0,0,5,6470798,973103,1
1,1,1,0,5,3849894,8178007,1
1,1,1,0,5,3889489,8790824,1
1,1,1,0,5,4409039,2916001,0
1,1,1,0,5,5044768,7372944,0
1,1,1,0,5,9990344,9066287,1
1,1,1,0,5,3949044,4026634,1
1,1,1,0,5,443300,8301110,1
1,1,1,0,5,498993,1711882,1
1,1,1,0,5,289389,7826094,1
1,1,1,0,5,3998944,938086,1
1,1,1,0,5,4985085,622457,1
1,1,1,0,5,9995094,2295499,1
1,1,1,0,5,10635558,8500512,1
1,1,1,0,5,4459955,2566297,1
1,1,1,0,5,990390,2936760,1
1,1,1,0,5,321415,1207484,1
1,1,1,0,5,129094,8900440,1
1,1,0,0,5,999484,1899780,1
1,1,0,0,5,5872092,8414400,1
1,1,1,0,5,9984044,2386392,1
1,1,0,0,5,334940,4490258,1
1,1,1,0,5,3627771,954915,1
1,1,1,0,5,443994,7515628,1
1,1,1,0,5,49003,7289817,1
1,1,1,0,5,499033,1749280,0
1,1,1,0,5,3772171,8135555,0
1,1,1,0,5,6547548,4481969,1
1,1,1,0,5,4888993,7878632,1
1,1,1,0,5,7563578,6790735,1
1,1,1,0,5,99093,1196165,1
1,1,1,0,5,4998938,1633121,1
1,1,1,0,5,3398948,4317881,1
1,1,1,0,5,4490300,9286316,1
1,1,1,0,5,4909399,2045283,1
1,1,1,0,5,9309904,8511853,0
1,1,1,0,5,9984003,1726789,0
1,1,1,0,5,998300,7857525,0
1,1,1,0,5,933844,8260359,1
1,1,0,0,5,557793,168569,1
1,1,1,0,5,6465857,5018026,1
1,1,1,0,5,2240206,2255099,1
1,1,1,0,5,8379937,41199,1
1,1,1,0,5,887394,8723176,1
1,1,1,0,5,194012,5545985,1
1,1,1,0,5,557468,5854740,1
1,1,1,0,5,3670928,6407264,1
1,1,0,0,5,4488938,6684756,1
1,1,1,0,5,774934,6235290,1
1,1,1,0,5,3774272,4351168,1
1,1,1,0,5,88943,3343953,1
1,1,1,0,5,2780963,8349330,1
1,1,1,0,5,884974,5684076,1
1,1,1,0,5,623248,6933229,1
1,1,1,0,5,887494,1524827,1
1,1,1,0,5,1800889,5932570,0
1,1,1,0,5,778479,1931811,0
1,1,1,0,5,1105306,3770300,1
1,1,1,0,5,444808,2980315,1
1,1,1,0,5,848048,9227851,1
1,1,1,0,5,3623580,7948529,1
1,1,1,0,5,8949147,5734720,1
1,1,1,0,5,887894,49044,1
1,1,1,0,5,9949944,7410388,1
1,1,1,0,5,3604564,1341274,1
1,1,1,0,5,2416964,3026244,1
1,1,1,0,5,7787494,4835271,1
1,1,1,0,5,157821,135455,1
1,1,1,0,5,1289403,6784447,1
1,1,0,0,5,7787994,4952728,1
1,1,0,0,5,8847947,5405218,1
1,1,0,0,5,888449,5902797,1
1,1,1,0,5,9989477,2663397,1
1,1,1,0,5,8894974,6756286,1
1,1,1,0,5,9065,3486246,0
1,1,1,0,5,7787497,180352,0
1,1,1,0,5,1660133,3675259,1
1,1,1,0,5,3654315,8556120,1
1,1,1,0,5,1376465,6485823,1
1,1,1,0,5,8897494,4598266,1
1,1,1,0,5,8809840,3857439,1
1,1,1,1,5,6020500,7108011,1
1,1,0,1,5,939910,4322172,1
1,1,0,1,5,1669612,2138928,1
1,1,0,0,5,7773973,4112540,1
1,1,0,0,5,182934,4956162,1
1,1,1,0,5,778748,4455220,1
1,1,1,0,5,1569567,1360375,0
1,1,1,0,5,88493,5868702,0
1,1,1,0,5,681884,8975618,1
1,1,1,0,5,2390672,7825163,1
1,1,1,0,5,88932,9598919,1
1,1,1,0,5,998903,4156441,1
1,1,0,1,5,67796,8372944,1
1,1,0,1,5,628502,7846463,1
1,1,0,0,5,888393,9502209,1
1,1,0,0,5,1055578,5697020,1
1,1,1,0,5,887938,1229150,1
1,1,1,0,5,883833,1067504,1
1,1,1,0,5,797893,7846189,1
1,1,1,0,5,325996,9783238,1
1,1,1,0,5,334535,1432006,1
1,1,0,0,5,554554,7590413,1
1,1,0,1,5,436222,8688541,0
1,1,0,1,5,197160,8891228,1
1,1,1,1,5,16206,354997,1
1,1,1,0,5,445534,3951703,0
1,1,1,1,5,323675,7907201,1
1,1,1,0,5,434453,5991457,1
1,1,1,0,5,362366,697053,1
1,1,1,0,5,543344,5492413,1
1,1,1,0,5,223435,1265382,1
1,1,1,0,5,32344,4428571,1
1,1,1,0,5,403004,8301033,1
1,1,1,0,5,218869,2396344,1
1,1,1,0,5,298783,8634318,1
1,1,0,0,5,262782,3013075,1
1,1,0,1,5,232347,4019605,1
1,1,0,0,5,381396,3846744,0
1,1,1,0,5,443005,5291544,0
1,1,1,0,5,555432,5813063,1
1,1,1,0,5,344555,5994739,1
1,1,0,0,5,12455,9045460,1
1,1,1,0,5,3520731,1396022,1
1,1,1,0,5,1892504,2351277,1
1,1,1,0,5,5543356,6761439,1
1,1,0,0,5,5434454,4954106,1
1,1,0,0,5,3647827,6121803,1
1,1,1,0,5,444355,7301768,1
1,1,0,0,5,564334,7477686,1
1,1,1,0,5,271876,9454176,1
1,1,0,0,5,443556,5809166,1
1,1,1,0,5,445563,5041253,1
1,1,1,0,5,455645,9120696,1
1,1,1,0,5,361985,2482351,1
1,1,0,0,5,154455,9666270,1
1,1,1,0,5,777589,3642983,1
1,1,1,0,5,504995,4074722,1
1,1,0,0,5,559904,9578344,0
1,1,1,0,5,845072,8625380,1
1,1,1,0,5,889504,8805524,1
1,1,1,0,5,405492,8567491,1
1,1,1,0,5,554990,8485712,1
1,1,1,0,5,995045,6325594,1
1,1,1,0,5,505940,6385324,1
1,1,0,0,5,754866,6691233,1
1,1,0,0,5,1882894,6870920,0
1,1,1,0,5,949237,7058719,0
1,1,1,0,5,449009,2650271,1
1,1,1,0,5,1489989,3569911,1
1,1,1,0,5,1929903,3972751,1
1,1,1,0,5,998939,3576600,1
1,1,1,0,5,938844,2191674,1
1,1,1,0,5,2077778,806830,1
1,1,1,0,5,889489,6762794,1
1,1,0,0,5,399894,3916682,1
1,1,0,0,5,1159282,9524162,1
1,1,0,0,5,99892,7566238,1
1,1,1,0,5,38914,388265,1
1,1,0,0,5,34994,557957,1
1,1,1,0,5,1361055,8967007,1
1,1,1,0,5,285692,7408829,1
1,1,1,0,5,23394,880834,1
1,1,1,0,5,997895,2371700,0
1,1,1,0,5,667467,2436159,1
1,1,0,0,5,183369,5314268,1
1,1,0,0,5,388278,5849390,0
1,1,1,0,5,887844,8180514,1
1,1,1,0,5,298327,1984050,1
1,1,1,0,5,610853,83874,0
1,1,1,0,5,1791800,4030853,1
1,1,1,0,5,384989,1185207,1
1,1,1,0,5,99409,7003781,1
1,1,1,0,5,93894,4023584,1
1,1,1,0,4,34999,9251130,1
1,1,1,0,4,128993,2961886,1
1,1,0,0,4,9943,9365773,1
1,1,1,0,4,222622,5161073,1
1,1,1,0,4,322245,1948261,1
1,1,1,0,4,321542,3571404,1
1,1,1,0,4,216474,2978323,1
1,1,1,0,4,55004,7451642,1
1,1,0,1,4,98984,8731545,1
1,1,1,0,4,4399,2259917,1
1,1,1,0,4,94003,5558698,0
1,1,1,0,4,39948,1474998,1
1,1,1,0,4,44449,894102,1
1,1,1,0,4,340294,5862814,1
1,1,0,0,4,1047687,2068500,1
1,1,1,0,4,993898,1019524,1
1,1,1,0,4,994833,916978,1
1,1,0,0,4,1412973,1116536,1
1,1,1,0,4,527687,1227370,1
1,1,0,0,4,3547686,219486,0
1,1,1,0,4,784788,1276264,1
1,1,1,0,4,887837,786909,1
1,1,1,0,4,11989,1740549,1
1,1,0,0,4,83892,1764513,1
1,1,1,0,4,1631594,1548099,1
1,1,0,0,4,233630,864989,1
1,1,1,0,4,998334,1448162,1
1,1,1,0,4,2095159,365351,1
1,1,1,0,4,388499,1615007,0
1,1,1,0,4,5439559,1640419,1
1,1,1,0,4,1534079,1627274,1
1,1,1,0,4,2109560,1674684,1
1,1,1,0,4,485160,1775786,1
1,1,1,0,4,18839,1601613,0
1,1,1,0,4,83992,20878,0
1,1,1,0,4,883233,1945780,0
1,1,1,0,4,595151,293277,0
1,1,1,0,4,33949,262654,1
1,1,1,0,4,273647,197461,1
1,1,1,0,4,59954,1426162,1
1,1,1,0,4,499388,738437,1
1,1,1,0,4,456309,1324772,1
1,1,1,0,4,859695,1162617,1
1,1,1,0,4,131473,1076523,1
1,1,1,0,4,449890,1884629,1
1,1,1,0,4,988948,567541,1
1,1,1,0,4,884983,1088476,0
1,1,1,0,4,388849,331826,0
1,1,1,0,4,994803,905620,0
1,1,0,0,4,929844,133771,1
1,1,0,0,4,1420838,1711750,1
1,1,1,0,4,884845,1644592,1
1,1,1,0,4,944393,1928749,1
1,1,1,0,4,68349,196884,1
1,1,1,0,4,994800,209662,1
1,1,0,1,4,88494,1954425,1
1,1,0,1,4,449904,21199,1
1,1,0,1,4,1862497,770276,1
1,1,0,0,4,219942,1204927,1
1,1,0,0,4,356459,1562735,1
1,1,0,0,4,798955,962137,1
1,1,0,1,4,274663,144861,1
1,1,0,1,4,874271,1836299,1
1,1,0,1,4,88984,97545,1
1,1,0,0,4,99043,1376840,1
1,1,0,0,4,1004894,1123573,1
1,1,0,0,4,889849,39967,1
1,1,1,0,4,9940,210057,1
1,1,1,0,4,97873,1420634,1
1,1,1,0,4,283984,520173,1
1,1,1,0,4,89894,79330,1
1,1,1,0,4,1494189,1362464,1
1,1,1,0,4,888492,1970691,1
1,1,1,0,4,92774,504168,1
1,1,1,0,4,44382,626283,1
1,1,0,0,4,8499,1725138,1
1,1,1,0,4,884974,1942332,1
1,1,1,0,4,998438,1514090,1
1,1,1,0,4,343670,1576296,1
1,1,1,0,4,667684,481013,1
1,1,1,0,4,887847,193545,1
